名称,数值类型,描述,类别,时间戳精度
"[V4_DPU2017_HW_AI010206_PV]",FLOAT64,9#炉燃烧炉排二段左入口风量,"base,scan",0
"[V4_DPU2017_HW_AI010207_PV]",FLOAT64,9#炉炉排左侧一次风总风压,"base,scan",0
"[V4_DPU2017_HW_AI010208_PV]",FLOAT64,备用AI-KM231A,"base,scan",0
"[V4_DPU2017_HW_AI010301_PV]",FLOAT64,9#炉燃烧炉排三段左入口风门开度,"base,scan",0
"[V4_DPU2017_HW_AI010302_PV]",FLOAT64,9#炉燃烧炉排三段左入口风量,"base,scan",0
"[V4_DPU2017_HW_AI010303_PV]",FLOAT64,9#炉燃烧炉排三段中入口风门开度,"base,scan",0
"[V4_DPU2017_HW_AI010304_PV]",FLOAT64,9#炉燃烧炉排三段中入口风量,"base,scan",0
"[V4_DPU2017_HW_AI010305_PV]",FLOAT64,备用AI-KM231A,"base,scan",0
"[V4_DPU2017_HW_AI010306_PV]",FLOAT64,9#炉干燥炉排左风室压力,"base,scan",0
"[V4_DPU2017_HW_AI010307_PV]",FLOAT64,9#炉干燥炉排中间风室压力,"base,scan",0
"[V4_DPU2017_HW_AI010308_PV]",FLOAT64,9#炉干燥炉排右风室压力,"base,scan",0
"[V4_DPU2017_HW_AI020201_PV]",FLOAT64,9#炉燃尽炉排一段左入口风门开度,"base,scan",0
"[V4_DPU2017_HW_AI020202_PV]",FLOAT64,9#炉燃尽炉排一段左入口风量,"base,scan",0
"[V4_DPU2017_HW_AI020203_PV]",FLOAT64,9#炉燃尽炉排二段左入口风门开度,"base,scan",0
"[V4_DPU2017_HW_AI020204_PV]",FLOAT64,9#炉燃尽炉排二段左入口风量,"base,scan",0
"[V4_DPU2017_HW_AI020205_PV]",FLOAT64,9#炉燃尽炉排一段中入口风门开度,"base,scan",0
"[V4_DPU2017_HW_AI020206_PV]",FLOAT64,9#炉燃尽炉排一段中入口风量,"base,scan",0
"[V4_DPU2017_HW_AI020207_PV]",FLOAT64,9#炉燃尽炉排二段中入口风门开度,"base,scan",0
"[V4_DPU2017_HW_AI020208_PV]",FLOAT64,9#炉燃尽炉排二段中入口风门风量,"base,scan",0
"[V4_DPU2017_HW_AI020301_PV]",FLOAT64,9#炉垃圾给料斗料位右,"base,scan",0
"[V4_DPU2017_HW_AI020302_PV]",FLOAT64,9#炉炉排下部垃圾料层厚度左,"base,scan",0
"[V4_DPU2017_HW_AI020303_PV]",FLOAT64,9#炉炉排中间垃圾料层厚度左,"base,scan",0
"[V4_DPU2017_HW_AI020304_PV]",FLOAT64,9#炉炉排上部垃圾料层厚度左,"base,scan",0
"[V4_DPU2017_HW_AI020305_PV]",FLOAT64,9#炉炉排漏渣刮板机A电流,"base,scan",0
"[V4_DPU2017_HW_AI020306_PV]",FLOAT64,9#炉烟道螺旋输送机1电流,"base,scan",0
"[V4_DPU2017_HW_AI020307_PV]",FLOAT64,9#炉烟道螺旋输送冷却风机1电流,"base,scan",0
"[V4_DPU2017_HW_AI020308_PV]",FLOAT64,9#炉垃圾给料斗料位左,"base,scan",0
"[V4_DPU2017_HW_AI020501_PV]",FLOAT64,9#炉燃烧炉排一段左风室压力,"base,scan",0
"[V4_DPU2017_HW_AI020502_PV]",FLOAT64,9#炉燃烧炉排一段中间风室压力,"base,scan",0
"[V4_DPU2017_HW_AI020503_PV]",FLOAT64,9#炉燃烧炉排一段右风室压力,"base,scan",0
"[V4_DPU2017_HW_AI020504_PV]",FLOAT64,9#炉燃烧炉排二段左风室压力,"base,scan",0
"[V4_DPU2017_HW_AI020505_PV]",FLOAT64,9#炉燃烧炉排二段中间风室压力,"base,scan",0
"[V4_DPU2017_HW_AI020506_PV]",FLOAT64,9#炉燃烧炉排二段右风室压力,"base,scan",0
"[V4_DPU2017_HW_AI020507_PV]",FLOAT64,9#炉燃烧炉排三段中间风室压力,"base,scan",0
"[V4_DPU2017_HW_AI020508_PV]",FLOAT64,9#炉燃烧炉排三段左风室压力,"base,scan",0
"[V4_DPU2017_HW_AI030201_PV]",FLOAT64,9#炉干燥炉排右入口风门开度,"base,scan",0
"[V4_DPU2017_HW_AI030202_PV]",FLOAT64,9#炉干燥炉排右入口风量,"base,scan",0
"[V4_DPU2017_HW_AI030203_PV]",FLOAT64,9#炉燃烧炉排一段右入口风门开度,"base,scan",0
"[V4_DPU2017_HW_AI030204_PV]",FLOAT64,9#炉燃烧炉排一段右入口风量,"base,scan",0
"[V4_DPU2017_HW_AI030205_PV]",FLOAT64,9#炉燃烧炉排二段右入口风门开度,"base,scan",0
"[V4_DPU2017_HW_AI030206_PV]",FLOAT64,9#炉燃烧炉排二段右入口风量,"base,scan",0
"[V4_DPU2017_HW_AI030207_PV]",FLOAT64,9#炉炉排右侧一次风总风压,"base,scan",0
"[V4_DPU2017_HW_AI030208_PV]",FLOAT64,备用AI-KM231A,"base,scan",0
"[V4_DPU2017_HW_AI030301_PV]",FLOAT64,9#炉燃烧炉排三段右入口风门开度,"base,scan",0
"[V4_DPU2017_HW_AI030302_PV]",FLOAT64,9#炉燃烧炉排三段右入口风量,"base,scan",0
"[V4_DPU2017_HW_AI030303_PV]",FLOAT64,9#炉炉排下部垃圾料层厚度右,"base,scan",0
"[V4_DPU2017_HW_AI030304_PV]",FLOAT64,9#炉炉排中间垃圾料层厚度右,"base,scan",0
"[V4_DPU2017_HW_AI030305_PV]",FLOAT64,9#炉炉排上部垃圾料层厚度右,"base,scan",0
"[V4_DPU2017_HW_AI030306_PV]",FLOAT64,9#炉炉排漏渣刮板机B电流,"base,scan",0
"[V4_DPU2017_HW_AI030307_PV]",FLOAT64,9#炉烟道螺旋输送机2电流,"base,scan",0
"[V4_DPU2017_HW_AI030308_PV]",FLOAT64,9#炉烟道螺旋输送冷却风机2电流,"base,scan",0
"[V4_DPU2017_HW_AI030501_PV]",FLOAT64,9#炉燃烬炉排一段左风室压力,"base,scan",0
"[V4_DPU2017_HW_AI030502_PV]",FLOAT64,9#炉燃烬炉排一段中间风室压力,"base,scan",0
"[V4_DPU2017_HW_AI030503_PV]",FLOAT64,9#炉燃烬炉排一段右风室压力,"base,scan",0
"[V4_DPU2017_HW_AI030504_PV]",FLOAT64,9#炉燃烬炉排二段左风室压力,"base,scan",0
"[V4_DPU2017_HW_AI030505_PV]",FLOAT64,9#炉燃烬炉排二段中间风室压力,"base,scan",0
"[V4_DPU2017_HW_AI030506_PV]",FLOAT64,9#炉燃烬炉排二段右风室压力,"base,scan",0
"[V4_DPU2017_HW_AI030507_PV]",FLOAT64,9#炉燃烧炉排三段右风室压力,"base,scan",0
"[V4_DPU2017_HW_AI030508_PV]",FLOAT64,备用AI-KM231A,"base,scan",0
"[V4_DPU2017_HW_AI040201_PV]",FLOAT64,9#炉燃尽炉排一段右入口风门开度,"base,scan",0
"[V4_DPU2017_HW_AI040202_PV]",FLOAT64,9#炉燃尽炉排一段右入口风量,"base,scan",0
"[V4_DPU2017_HW_AI040203_PV]",FLOAT64,9#炉燃尽炉排二段右入口风门开度,"base,scan",0
"[V4_DPU2017_HW_AI040204_PV]",FLOAT64,9#炉燃尽炉排二段右入口风量,"base,scan",0
"[V4_DPU2017_HW_AI040205_PV]",FLOAT64,9#炉炉排漏渣刮板机C电流,"base,scan",0
"[V4_DPU2017_HW_AI040206_PV]",FLOAT64,9#炉水平烟道左侧刮板机电流,"base,scan",0
"[V4_DPU2017_HW_AI040207_PV]",FLOAT64,备用AI-KM231A,"base,scan",0
"[V4_DPU2017_HW_AI040208_PV]",FLOAT64,备用AI-KM231A,"base,scan",0
"[V4_DPU2017_HW_AI050201_PV]",FLOAT64,9#炉干燥炉排中入口风门开度,"base,scan",0
"[V4_DPU2017_HW_AI050202_PV]",FLOAT64,9#炉干燥炉排中入口风量,"base,scan",0
"[V4_DPU2017_HW_AI050203_PV]",FLOAT64,9#炉燃烧炉排一段中入口风门开度,"base,scan",0
"[V4_DPU2017_HW_AI050204_PV]",FLOAT64,9#炉燃烧炉排一段中入口风量,"base,scan",0
"[V4_DPU2017_HW_AI050205_PV]",FLOAT64,9#炉燃烧炉排二段中入口风门开度,"base,scan",0
"[V4_DPU2017_HW_AI050206_PV]",FLOAT64,9#炉燃烧炉排二段中入口风量,"base,scan",0
"[V4_DPU2017_HW_AI050207_PV]",FLOAT64,9#炉炉排中间一次风总风压,"base,scan",0
"[V4_DPU2017_HW_AI050208_PV]",FLOAT64,备用AI-KM231A,"base,scan",0
"[V4_DPU2017_HW_DI010601_PV]",BOOL,9#炉1#出渣机高液位报警,"base,scan",0
"[V4_DPU2017_HW_DI010602_PV]",BOOL,9#炉1#出渣机低液位报警,"base,scan",0
"[V4_DPU2017_HW_DI010603_PV]",BOOL,9#炉2#出渣机高液位报警,"base,scan",0
"[V4_DPU2017_HW_DI010604_PV]",BOOL,9#炉2#出渣机低液位报警,"base,scan",0
"[V4_DPU2017_HW_DI010605_PV]",BOOL,9#炉3#出渣机高液位报警,"base,scan",0
"[V4_DPU2017_HW_DI010606_PV]",BOOL,9#炉3#出渣机低液位报警,"base,scan",0
"[V4_DPU2017_HW_DI010607_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI010608_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI010609_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI010610_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI010611_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI010612_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI010613_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI010614_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI010615_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI010616_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI020401_PV]",BOOL,9#炉炉排漏渣刮板机A远方,"base,scan",0
"[V4_DPU2017_HW_DI020402_PV]",BOOL,9#炉炉排漏渣刮板机A运行,"base,scan",0
"[V4_DPU2017_HW_DI020403_PV]",BOOL,9#炉炉排漏渣刮板机A故障,"base,scan",0
"[V4_DPU2017_HW_DI020404_PV]",BOOL,9#炉炉排漏渣刮板机A断链,"base,scan",0
"[V4_DPU2017_HW_DI020405_PV]",BOOL,9#炉烟道螺旋输送系统1远方,"base,scan",0
"[V4_DPU2017_HW_DI020406_PV]",BOOL,9#炉烟道螺旋输送机1已运行,"base,scan",0
"[V4_DPU2017_HW_DI020407_PV]",BOOL,9#炉烟道螺旋输送机1故障,"base,scan",0
"[V4_DPU2017_HW_DI020408_PV]",BOOL,9#炉烟道螺旋输送冷却风机1已运行,"base,scan",0
"[V4_DPU2017_HW_DI020409_PV]",BOOL,9#炉烟道螺旋输送冷却风机1故障,"base,scan",0
"[V4_DPU2017_HW_DI020410_PV]",BOOL,9#炉烟道卸灰阀1已运行,"base,scan",0
"[V4_DPU2017_HW_DI020411_PV]",BOOL,9#炉烟道卸灰阀1故障,"base,scan",0
"[V4_DPU2017_HW_DI020412_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI020413_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI020414_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI020415_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI020416_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI030401_PV]",BOOL,9#炉炉排漏渣刮板机B远方,"base,scan",0
"[V4_DPU2017_HW_DI030402_PV]",BOOL,9#炉炉排漏渣刮板机B运行,"base,scan",0
"[V4_DPU2017_HW_DI030403_PV]",BOOL,9#炉炉排漏渣刮板机B故障,"base,scan",0
"[V4_DPU2017_HW_DI030404_PV]",BOOL,9#炉炉排漏渣刮板机B断链,"base,scan",0
"[V4_DPU2017_HW_DI030405_PV]",BOOL,9#炉烟道螺旋输送系统2远方,"base,scan",0
"[V4_DPU2017_HW_DI030406_PV]",BOOL,9#炉烟道螺旋输送机2已运行,"base,scan",0
"[V4_DPU2017_HW_DI030407_PV]",BOOL,9#炉烟道螺旋输送机2故障,"base,scan",0
"[V4_DPU2017_HW_DI030408_PV]",BOOL,9#炉烟道螺旋输送冷却风机2已运行,"base,scan",0
"[V4_DPU2017_HW_DI030409_PV]",BOOL,9#炉烟道螺旋输送冷却风机2故障,"base,scan",0
"[V4_DPU2017_HW_DI030410_PV]",BOOL,9#炉烟道卸灰阀2已运行,"base,scan",0
"[V4_DPU2017_HW_DI030411_PV]",BOOL,9#炉烟道卸灰阀2故障,"base,scan",0
"[V4_DPU2017_HW_DI030412_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI030413_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI030414_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI030415_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI030416_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI040401_PV]",BOOL,9#炉炉排漏渣刮板机C远方,"base,scan",0
"[V4_DPU2017_HW_DI040402_PV]",BOOL,9#炉炉排漏渣刮板机C运行,"base,scan",0
"[V4_DPU2017_HW_DI040403_PV]",BOOL,9#炉炉排漏渣刮板机C故障,"base,scan",0
"[V4_DPU2017_HW_DI040404_PV]",BOOL,9#炉炉排漏渣刮板机C断链,"base,scan",0
"[V4_DPU2017_HW_DI040405_PV]",BOOL,9#炉水平烟道左侧刮板机远方,"base,scan",0
"[V4_DPU2017_HW_DI040406_PV]",BOOL,9#炉水平烟道左侧刮板机运行,"base,scan",0
"[V4_DPU2017_HW_DI040407_PV]",BOOL,9#炉水平烟道左侧刮板机故障,"base,scan",0
"[V4_DPU2017_HW_DI040408_PV]",BOOL,9#炉水平烟道左侧刮板机断链,"base,scan",0
"[V4_DPU2017_HW_DI040409_PV]",BOOL,9#炉水平烟道左侧卸灰阀1运行,"base,scan",0
"[V4_DPU2017_HW_DI040410_PV]",BOOL,9#炉水平烟道左侧卸灰阀1故障,"base,scan",0
"[V4_DPU2017_HW_DI040411_PV]",BOOL,9#炉水平烟道左侧卸灰阀3运行,"base,scan",0
"[V4_DPU2017_HW_DI040412_PV]",BOOL,9#炉水平烟道左侧卸灰阀3故障,"base,scan",0
"[V4_DPU2017_HW_DI040413_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI040414_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI040415_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI040416_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI040501_PV]",BOOL,9#炉垃圾给料斗污泥进料阀远方,"base,scan",0
"[V4_DPU2017_HW_DI040502_PV]",BOOL,9#炉垃圾给料斗污泥进料阀已开,"base,scan",0
"[V4_DPU2017_HW_DI040503_PV]",BOOL,9#炉垃圾给料斗污泥进料阀已关,"base,scan",0
"[V4_DPU2017_HW_DI040504_PV]",BOOL,9#炉垃圾给料斗污泥进料阀故障,"base,scan",0
"[V4_DPU2017_HW_DI040505_PV]",BOOL,8#/#9焚料斗消防水开关阀远方,"base,scan",0
"[V4_DPU2017_HW_DI040506_PV]",BOOL,8#/#9焚料斗消防水开关阀已开,"base,scan",0
"[V4_DPU2017_HW_DI040507_PV]",BOOL,8#/#9焚料斗消防水开关阀已关,"base,scan",0
"[V4_DPU2017_HW_DI040508_PV]",BOOL,8#/#9焚料斗消防水开关阀故障,"base,scan",0
"[V4_DPU2017_HW_DI040509_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI040510_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI040511_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI040512_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI040513_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI040514_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI040515_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI040516_PV]",BOOL,9#炉BL5机柜失电报警,"base,scan",0
"[V4_DPU2017_HW_DI050401_PV]",BOOL,9#炉水平烟道左侧卸灰阀2运行,"base,scan",0
"[V4_DPU2017_HW_DI050402_PV]",BOOL,9#炉水平烟道左侧卸灰阀2故障,"base,scan",0
"[V4_DPU2017_HW_DI050403_PV]",BOOL,9#炉水平烟道左侧卸灰阀4运行,"base,scan",0
"[V4_DPU2017_HW_DI050404_PV]",BOOL,9#炉水平烟道左侧卸灰阀4故障,"base,scan",0
"[V4_DPU2017_HW_DI050405_PV]",BOOL,9#炉垃圾给料斗污泥进料阀远方,"base,scan",0
"[V4_DPU2017_HW_DI050406_PV]",BOOL,9#炉垃圾给料斗污泥进料阀已开,"base,scan",0
"[V4_DPU2017_HW_DI050407_PV]",BOOL,9#炉垃圾给料斗污泥进料阀已关,"base,scan",0
"[V4_DPU2017_HW_DI050408_PV]",BOOL,9#炉垃圾给料斗污泥进料阀故障,"base,scan",0
"[V4_DPU2017_HW_DI050409_PV]",BOOL,9#炉垃圾给料斗油脂进料阀远方,"base,scan",0
"[V4_DPU2017_HW_DI050410_PV]",BOOL,9#炉垃圾给料斗油脂进料阀已开,"base,scan",0
"[V4_DPU2017_HW_DI050411_PV]",BOOL,9#炉垃圾给料斗油脂进料阀已关,"base,scan",0
"[V4_DPU2017_HW_DI050412_PV]",BOOL,9#炉垃圾给料斗油脂进料阀故障,"base,scan",0
"[V4_DPU2017_HW_DI050413_PV]",BOOL,9#炉水平烟道右侧卸灰阀2运行,"base,scan",0
"[V4_DPU2017_HW_DI050414_PV]",BOOL,9#炉水平烟道右侧电卸灰阀2故障,"base,scan",0
"[V4_DPU2017_HW_DI050415_PV]",BOOL,9#炉水平烟道右侧电卸灰阀4运行,"base,scan",0
"[V4_DPU2017_HW_DI050416_PV]",BOOL,9#炉水平烟道右侧电卸灰阀4故障,"base,scan",0
"[V4_DPU2017_HW_DI060501_PV]",BOOL,9#炉水平烟道右侧刮板机远方,"base,scan",0
"[V4_DPU2017_HW_DI060502_PV]",BOOL,9#炉水平烟道右侧刮板机运行,"base,scan",0
"[V4_DPU2017_HW_DI060503_PV]",BOOL,9#炉水平烟道右侧刮板机故障,"base,scan",0
"[V4_DPU2017_HW_DI060504_PV]",BOOL,9#炉水平烟道右侧刮板机断链,"base,scan",0
"[V4_DPU2017_HW_DI060505_PV]",BOOL,9#炉水平烟道右侧卸灰阀1运行,"base,scan",0
"[V4_DPU2017_HW_DI060506_PV]",BOOL,9#炉水平烟道右侧卸灰阀1故障,"base,scan",0
"[V4_DPU2017_HW_DI060507_PV]",BOOL,9#炉水平烟道右侧卸灰阀3运行,"base,scan",0
"[V4_DPU2017_HW_DI060508_PV]",BOOL,9#炉水平烟道右侧卸灰阀3故障,"base,scan",0
"[V4_DPU2017_HW_DI060509_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI060510_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI060511_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI060512_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI060513_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI060514_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI060515_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_DI060516_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2017_HW_RT040301_PV]",FLOAT64,9#炉垃圾给料斗冷却回水温度A,"base,scan",0
"[V4_DPU2017_HW_RT040302_PV]",FLOAT64,9#炉垃圾给料斗冷却回水温度B,"base,scan",0
"[V4_DPU2017_HW_RT040303_PV]",FLOAT64,9#炉料斗挡板冷却回水温度,"base,scan",0
"[V4_DPU2017_HW_RT040304_PV]",FLOAT64,9#炉落渣溜管冷却水温度A,"base,scan",0
"[V4_DPU2017_HW_RT040305_PV]",FLOAT64,备用RT-KM232A,"base,scan",0
"[V4_DPU2017_HW_RT040306_PV]",FLOAT64,备用RT-KM232A,"base,scan",0
"[V4_DPU2017_HW_RT040307_PV]",FLOAT64,备用RT-KM232A,"base,scan",0
"[V4_DPU2017_HW_RT040308_PV]",FLOAT64,备用RT-KM232A,"base,scan",0
"[V4_DPU2017_HW_RT050301_PV]",FLOAT64,9#炉垃圾给料斗冷却回水温度A,"base,scan",0
"[V4_DPU2017_HW_RT050302_PV]",FLOAT64,9#炉垃圾给料斗冷却回水温度B,"base,scan",0
"[V4_DPU2017_HW_RT050303_PV]",FLOAT64,9#炉落渣溜管冷却水温度B,"base,scan",0
"[V4_DPU2017_HW_RT050304_PV]",FLOAT64,9#炉落渣溜管冷却水温度C,"base,scan",0
"[V4_DPU2017_HW_RT050305_PV]",FLOAT64,备用RT-KM232A,"base,scan",0
"[V4_DPU2017_HW_RT050306_PV]",FLOAT64,备用RT-KM232A,"base,scan",0
"[V4_DPU2017_HW_RT050307_PV]",FLOAT64,备用RT-KM232A,"base,scan",0
"[V4_DPU2017_HW_RT050308_PV]",FLOAT64,BL5机柜温度,"base,scan",0
"[V4_DPU2017_HW_TC010401_PV]",FLOAT64,9#炉干燥炉排温度A,"base,scan",0
"[V4_DPU2017_HW_TC010402_PV]",FLOAT64,9#炉干燥炉排温度B,"base,scan",0
"[V4_DPU2017_HW_TC010403_PV]",FLOAT64,9#炉干燥炉排温度C,"base,scan",0
"[V4_DPU2017_HW_TC010404_PV]",FLOAT64,9#炉干燥炉排温度D,"base,scan",0
"[V4_DPU2017_HW_TC010405_PV]",FLOAT64,9#炉干燥炉排温度E,"base,scan",0
"[V4_DPU2017_HW_TC010406_PV]",FLOAT64,9#炉干燥炉排温度F,"base,scan",0
"[V4_DPU2017_HW_TC010407_PV]",FLOAT64,备用TC-KM233A,"base,scan",0
"[V4_DPU2017_HW_TC010408_PV]",FLOAT64,备用TC-KM233A,"base,scan",0
"[V4_DPU2017_HW_TC010501_PV]",FLOAT64,9#炉燃烧炉排温度A,"base,scan",0
"[V4_DPU2017_HW_TC010502_PV]",FLOAT64,9#炉燃烧炉排温度B,"base,scan",0
"[V4_DPU2017_HW_TC010503_PV]",FLOAT64,9#炉燃烧炉排温度C,"base,scan",0
"[V4_DPU2017_HW_TC010504_PV]",FLOAT64,9#炉燃烧炉排温度D,"base,scan",0
"[V4_DPU2017_HW_TC010505_PV]",FLOAT64,9#炉燃烧炉排温度E,"base,scan",0
"[V4_DPU2017_HW_TC010506_PV]",FLOAT64,9#炉燃烧炉排温度F,"base,scan",0
"[V4_DPU2017_HW_TC010507_PV]",FLOAT64,备用TC-KM233A,"base,scan",0
"[V4_DPU2017_HW_TC010508_PV]",FLOAT64,备用TC-KM233A,"base,scan",0
"[V4_DPU2017_HW_TC060101_PV]",FLOAT64,9#炉干燥炉排上部左侧烟温,"base,scan",0
"[V4_DPU2017_HW_TC060102_PV]",FLOAT64,9#炉干燥炉排上部右侧烟温,"base,scan",0
"[V4_DPU2017_HW_TC060103_PV]",FLOAT64,9#炉燃烬炉排温度1,"base,scan",0
"[V4_DPU2017_HW_TC060104_PV]",FLOAT64,9#炉燃烬炉排温度2,"base,scan",0
"[V4_DPU2017_HW_TC060105_PV]",FLOAT64,9#炉炉渣溜槽温度1,"base,scan",0
"[V4_DPU2017_HW_TC060106_PV]",FLOAT64,9#炉燃烧炉排一段左风室温度,"base,scan",0
"[V4_DPU2017_HW_TC060107_PV]",FLOAT64,9#炉燃烧炉排一段中间风室温度,"base,scan",0
"[V4_DPU2017_HW_TC060108_PV]",FLOAT64,9#炉燃烧炉排一段右风室温度,"base,scan",0
"[V4_DPU2017_HW_TC060201_PV]",FLOAT64,9#炉燃烬炉排上部烟气左侧温度,"base,scan",0
"[V4_DPU2017_HW_TC060202_PV]",FLOAT64,9#炉燃烬炉排上部烟气右侧温度,"base,scan",0
"[V4_DPU2017_HW_TC060203_PV]",FLOAT64,9#炉燃烬炉排温度3,"base,scan",0
"[V4_DPU2017_HW_TC060204_PV]",FLOAT64,9#炉炉渣溜槽温度2,"base,scan",0
"[V4_DPU2017_HW_TC060205_PV]",FLOAT64,9#炉炉渣溜槽温度3,"base,scan",0
"[V4_DPU2017_HW_TC060206_PV]",FLOAT64,9#炉干燥炉排左风室温度,"base,scan",0
"[V4_DPU2017_HW_TC060207_PV]",FLOAT64,9#炉干燥炉排中间风室温度,"base,scan",0
"[V4_DPU2017_HW_TC060208_PV]",FLOAT64,9#炉干燥炉排右风室温度,"base,scan",0
"[V4_DPU2017_HW_TC060301_PV]",FLOAT64,9#炉燃烧炉排二段左风室温度,"base,scan",0
"[V4_DPU2017_HW_TC060302_PV]",FLOAT64,9#炉燃烧炉排二段中间风室温度,"base,scan",0
"[V4_DPU2017_HW_TC060303_PV]",FLOAT64,9#炉燃烧炉排二段右风室温度,"base,scan",0
"[V4_DPU2017_HW_TC060304_PV]",FLOAT64,9#炉燃烧炉排三段左风室温度,"base,scan",0
"[V4_DPU2017_HW_TC060305_PV]",FLOAT64,9#炉燃烧炉排三段中间风室温度,"base,scan",0
"[V4_DPU2017_HW_TC060306_PV]",FLOAT64,9#炉燃烧炉排三段右风室温度,"base,scan",0
"[V4_DPU2017_HW_TC060307_PV]",FLOAT64,备用TC-KM233A,"base,scan",0
"[V4_DPU2017_HW_TC060308_PV]",FLOAT64,备用TC-KM233A,"base,scan",0
"[V4_DPU2017_HW_TC060401_PV]",FLOAT64,9#炉燃烬炉排一段左风室温度,"base,scan",0
"[V4_DPU2017_HW_TC060402_PV]",FLOAT64,9#炉燃烬炉排一段中间风室温度,"base,scan",0
"[V4_DPU2017_HW_TC060403_PV]",FLOAT64,9#炉燃烬炉排一段右风室温度,"base,scan",0
"[V4_DPU2017_HW_TC060404_PV]",FLOAT64,9#炉燃烬炉排二段左风室温度,"base,scan",0
"[V4_DPU2017_HW_TC060405_PV]",FLOAT64,9#炉燃烬炉排二段中间风室温度,"base,scan",0
"[V4_DPU2017_HW_TC060406_PV]",FLOAT64,9#炉燃烬炉排二段右风室温度,"base,scan",0
"[V4_DPU2017_HW_TC060407_PV]",FLOAT64,9#炉垃圾给料溜槽温度,"base,scan",0
"[V4_DPU2017_HW_TC060408_PV]",FLOAT64,备用TC-KM233A,"base,scan",0
"[V4_DPU2017_SH0086_PB1_OUT]",BOOL,,"base,scan",0
"[V4_DPU2017_SH0087_PB1_OUT]",BOOL,,"base,scan",0
"[V4_DPU2017_SH0088_PB1_OUT]",BOOL,,"base,scan",0
"[V4_DPU2017_SH0130_AALM1_PV]",FLOAT64,一次风至第一段炉排左侧风量,"base,scan",0
"[V4_DPU2017_SH0130_AALM2_PV]",FLOAT64,一次风至第一段炉排中间风量,"base,scan",0
"[V4_DPU2017_SH0130_AALM3_PV]",FLOAT64,一次风至第一段炉排右侧风量,"base,scan",0
"[V4_DPU2017_SH0131_AALM1_PV]",FLOAT64,一次风至第二段炉排左侧风量,"base,scan",0
"[V4_DPU2017_SH0131_AALM2_PV]",FLOAT64,一次风至第二段炉排中间风量,"base,scan",0
